# portID	slaveID	chipID	channelID	tacID	branch	t0	a0	a1	a2
0	0	8	35	0	E	-7.0076734e-02	1.3583952e+02	1.6513651e+02	-1.0000051e-02
0	0	8	35	1	T	-6.5959878e-02	1.3715735e+02	1.7108316e+02	-1.0000001e-02
0	0	8	35	1	E	-6.2104017e-02	1.3373453e+02	1.6578166e+02	-1.0000847e-02
0	0	8	35	2	T	-5.3371377e-02	1.3603348e+02	1.7136116e+02	-1.0000002e-02
0	0	8	35	2	E	-5.8792859e-02	1.3615823e+02	1.6535571e+02	-1.0000003e-02
0	0	8	35	3	T	-8.0297418e-02	1.3291034e+02	1.7079906e+02	-1.0000245e-02
0	0	8	35	3	E	-5.8136731e-02	1.3567438e+02	1.6536119e+02	-1.0000028e-02
0	0	8	36	0	T	-6.5843530e-02	1.4723007e+02	1.7218860e+02	-1.0000142e-02
0	0	8	36	0	E	-4.1359693e-02	1.4735201e+02	1.7753813e+02	-1.0000026e-02
0	0	8	36	1	T	-6.5275140e-02	1.3281418e+02	1.7229396e+02	-1.0000001e-02
0	0	8	36	1	E	-4.1382581e-02	1.4736302e+02	1.7733444e+02	-1.0000001e-02
0	0	8	36	2	T	-6.5208383e-02	1.3229973e+02	1.7235194e+02	-1.0000002e-02
0	0	8	36	2	E	-5.6832105e-02	1.4298877e+02	1.7734616e+02	-9.9999998e-03
0	0	8	36	3	T	-6.4880319e-02	1.3233171e+02	1.7254259e+02	-9.9999998e-03
0	0	8	36	3	E	-4.1062146e-02	1.4604559e+02	1.7721501e+02	-1.0000081e-02
0	0	8	37	0	T	-7.6269098e-02	1.4188109e+02	1.6582558e+02	-1.0000002e-02
0	0	8	37	0	E	-4.6280652e-02	1.3995795e+02	1.6682115e+02	-9.9999998e-03
0	0	8	37	1	T	-8.7892480e-02	1.2714575e+02	1.6624461e+02	-1.0000020e-02
0	0	8	37	1	E	-4.6387464e-02	1.3952213e+02	1.6622141e+02	-1.0000689e-02
0	0	8	37	2	T	-7.8075357e-02	1.2710357e+02	1.6543555e+02	-1.0000005e-02
0	0	8	37	2	E	-4.7196180e-02	1.3644203e+02	1.6680205e+02	-1.0000001e-02
0	0	8	37	3	T	-7.6982446e-02	1.3047525e+02	1.6550481e+02	-1.0000007e-02
0	0	8	37	3	E	-4.7486097e-02	1.3996634e+02	1.6649280e+02	-1.0000044e-02
0	0	8	38	0	T	-9.6807428e-02	1.4147151e+02	1.6526460e+02	-1.0000002e-02
0	0	8	38	0	E	-4.7951490e-02	1.2931177e+02	1.5231726e+02	-9.9999998e-03
0	0	8	38	1	T	-7.6944299e-02	1.3107893e+02	1.6400621e+02	-1.0000033e-02
0	0	8	38	1	E	-4.6402723e-02	1.2918250e+02	1.5246709e+02	-1.0000025e-02
0	0	8	38	2	T	-9.4133325e-02	1.2984398e+02	1.6352202e+02	-9.9999998e-03
0	0	8	38	2	E	-4.6562940e-02	1.2698169e+02	1.5946724e+02	-4.3989415e+00
0	0	8	38	3	T	-9.4318338e-02	1.3050394e+02	1.6491367e+02	-1.0000004e-02
0	0	8	38	3	E	-4.6669751e-02	1.3098253e+02	1.5197844e+02	-1.0000001e-02
0	0	8	39	0	T	-7.6984353e-02	1.5149620e+02	1.7381435e+02	-1.0000003e-02
0	0	8	39	0	E	-5.2765638e-02	1.3805949e+02	1.7522195e+02	-1.0000240e-02
0	0	8	39	1	T	-8.8867135e-02	1.3785016e+02	1.7394745e+02	-1.0000217e-02
0	0	8	39	1	E	-5.2742749e-02	1.3867615e+02	1.7525217e+02	-1.0000002e-02
0	0	8	39	2	T	-8.8972040e-02	1.3566965e+02	1.7232552e+02	-1.0000012e-02
0	0	8	39	2	E	-5.9586316e-02	1.3318175e+02	1.7582043e+02	-1.0000153e-02
0	0	8	39	3	T	-7.7306695e-02	1.3899860e+02	1.7399837e+02	-1.0000002e-02
0	0	8	39	3	E	-5.4512769e-02	1.3583983e+02	1.7557254e+02	-1.0000545e-02
0	0	8	40	0	T	-4.6035714e-02	1.4103648e+02	1.6174303e+02	-1.0000004e-02
0	0	8	40	0	E	-5.3276807e-02	1.3768137e+02	1.6805185e+02	-1.0000389e-02
0	0	8	40	1	T	-4.7679849e-02	1.2818860e+02	1.6133728e+02	-1.0000002e-02
0	0	8	40	1	E	-5.3116590e-02	1.3745015e+02	1.6768903e+02	-1.0000044e-02
0	0	8	40	2	T	-4.6600290e-02	1.2850273e+02	1.6112398e+02	-1.0000005e-02
0	0	8	40	2	E	-7.3471814e-02	1.3176161e+02	1.6802379e+02	-1.0000788e-02
0	0	8	40	3	T	-7.1117349e-02	1.2602684e+02	1.6094022e+02	-1.0000004e-02
0	0	8	40	3	E	-5.3231031e-02	1.3744753e+02	1.6821330e+02	-1.0000024e-02
0	0	8	41	0	T	-8.6502023e-02	1.5213507e+02	1.7731490e+02	-1.0000001e-02
0	0	8	41	0	E	-4.2275220e-02	1.3377325e+02	1.6453563e+02	-1.0000039e-02
0	0	8	41	1	T	-6.4737268e-02	1.4283139e+02	1.7781259e+02	-1.0000167e-02
0	0	8	41	1	E	-5.0003797e-02	1.3443199e+02	1.6277364e+02	-9.9999998e-03
0	0	8	41	2	T	-7.1613260e-02	1.4000293e+02	1.7690652e+02	-1.0000015e-02
0	0	8	41	2	E	-4.0970594e-02	1.3347462e+02	1.6321577e+02	-1.0000299e-02
0	0	8	41	3	T	-7.0913263e-02	1.3837920e+02	1.7776686e+02	-1.0000005e-02
0	0	8	41	3	E	-4.0680677e-02	1.3074466e+02	1.6435475e+02	-1.0000009e-02
0	0	8	42	0	T	-9.5228143e-02	1.3964124e+02	1.6101788e+02	-1.0000359e-02
0	0	8	42	0	E	-5.9708387e-02	1.2674196e+02	1.6339140e+02	-1.0160126e-02
0	0	8	42	1	T	-9.1846414e-02	1.2899744e+02	1.6065060e+02	-1.0000023e-02
0	0	8	42	1	E	-5.2429944e-02	1.2763489e+02	1.6234814e+02	-1.0000002e-02
0	0	8	42	2	T	-7.6637216e-02	1.2894402e+02	1.6064415e+02	-1.0000006e-02
0	0	8	42	2	E	-5.2010328e-02	1.2672319e+02	1.6257626e+02	-1.0000004e-02
0	0	8	42	3	T	-8.8027902e-02	1.2807658e+02	1.6137692e+02	-1.0000001e-02
0	0	8	42	3	E	-5.8548719e-02	1.2672991e+02	1.6268088e+02	-1.0000008e-02
0	0	8	43	0	T	-5.2291818e-02	1.4505902e+02	1.6063353e+02	-1.0000396e-02
0	0	8	43	0	E	-5.9448987e-02	1.3180879e+02	1.6554247e+02	-1.0000004e-02
0	0	8	43	1	T	-5.8053918e-02	1.3144376e+02	1.6045787e+02	-1.0000044e-02
0	0	8	43	1	E	-6.3462049e-02	1.3317407e+02	1.6549950e+02	-1.0000012e-02
0	0	8	43	2	T	-5.2518792e-02	1.2942969e+02	1.6072226e+02	-9.9999998e-03
0	0	8	43	2	E	-5.8861524e-02	1.2824057e+02	1.6600674e+02	-1.0000157e-02
0	0	8	43	3	T	-7.5937219e-02	1.2667976e+02	1.5966039e+02	-1.0000004e-02
0	0	8	43	3	E	-6.3233167e-02	1.2801334e+02	1.6592717e+02	-1.0000765e-02
0	0	8	44	0	T	-7.6753564e-02	1.4029819e+02	1.6102621e+02	-1.0000017e-02
0	0	8	44	0	E	-5.3986341e-02	1.2704165e+02	1.5839027e+02	-1.0000001e-02
0	0	8	44	1	T	-7.6476999e-02	1.2807111e+02	1.6138298e+02	-1.0000055e-02
0	0	8	44	1	E	-4.7798902e-02	1.2967862e+02	1.5755905e+02	-1.0000001e-02
0	0	8	44	2	T	-9.5016427e-02	1.2551991e+02	1.6088560e+02	-1.0000684e-02
0	0	8	44	2	E	-4.1413099e-02	1.3052307e+02	1.5691389e+02	-1.0000105e-02
0	0	8	44	3	T	-9.4337411e-02	1.2814360e+02	1.6118999e+02	-1.0000037e-02
0	0	8	44	3	E	-4.6311170e-02	1.2950644e+02	1.5669530e+02	-1.0000018e-02
0	0	8	45	0	T	-7.7205606e-02	1.3871878e+02	1.5948807e+02	-1.0000354e-02
0	0	8	45	0	E	-5.2895337e-02	1.2793775e+02	1.6568047e+02	-1.0000220e-02
0	0	8	45	1	T	-7.7720590e-02	1.2573732e+02	1.5884465e+02	-1.0000056e-02
0	0	8	45	1	E	-5.0354749e-02	1.3273337e+02	1.6539163e+02	-9.9999998e-03
0	0	8	45	2	T	-7.7344842e-02	1.2460543e+02	1.5938036e+02	-1.0000001e-02
0	0	8	45	2	E	-6.1157972e-02	1.3159460e+02	1.6510217e+02	-1.0000001e-02
0	0	8	45	3	T	-7.6932855e-02	1.2529832e+02	1.5919162e+02	-1.0000131e-02
0	0	8	45	3	E	-4.5037061e-02	1.3177550e+02	1.6505290e+02	-1.0000004e-02
0	0	8	46	0	T	-7.2296090e-02	1.6497136e+02	1.8245757e+02	-1.0000153e-02
0	0	8	46	0	E	-5.8556348e-02	1.3595030e+02	1.6993398e+02	-1.0001004e-02
0	0	8	46	1	T	-7.7814050e-02	1.4864275e+02	1.8290845e+02	-1.0000006e-02
0	0	8	46	1	E	-5.8701307e-02	1.3153622e+02	1.6946370e+02	-1.0000008e-02
0	0	8	46	2	T	-6.1834283e-02	1.5433246e+02	1.8235397e+02	-1.0000031e-02
0	0	8	46	2	E	-5.8754712e-02	1.3211365e+02	1.7038045e+02	-1.0000312e-02
0	0	8	46	3	T	-6.0851999e-02	1.5367633e+02	1.8263240e+02	-9.9999998e-03
0	0	8	46	3	E	-5.9319288e-02	1.3412721e+02	1.7023442e+02	-1.0000248e-02
0	0	8	47	0	T	-7.1340509e-02	1.3725757e+02	1.6308182e+02	-1.0000002e-02
0	0	8	47	0	E	-4.6898633e-02	1.4046619e+02	1.6747093e+02	-1.0000039e-02
0	0	8	47	1	T	-4.0590234e-02	1.3325438e+02	1.6276279e+02	-1.0000037e-02
0	0	8	47	1	E	-7.5806409e-02	1.3739484e+02	1.6685812e+02	-1.0000109e-02
0	0	8	47	2	T	-4.1316934e-02	1.2988216e+02	1.6232603e+02	-1.0000004e-02
0	0	8	47	2	E	-4.6746045e-02	1.3972723e+02	1.6617754e+02	-1.0000049e-02
0	0	8	47	3	T	-4.0616937e-02	1.2860675e+02	1.6223825e+02	-1.0000132e-02
0	0	8	47	3	E	-5.0011426e-02	1.3921814e+02	1.6724092e+02	-1.0000031e-02
0	0	8	48	0	T	-6.5061517e-02	1.4068933e+02	1.6676094e+02	-1.0000021e-02
0	0	8	48	0	E	-4.1191846e-02	1.3076259e+02	1.5939334e+02	-1.0000042e-02
0	0	8	48	1	T	-6.4722009e-02	1.2927614e+02	1.6727191e+02	-1.0000099e-02
0	0	8	48	1	E	-4.0917188e-02	1.2942143e+02	1.5889497e+02	-1.0000031e-02
0	0	8	48	2	T	-6.4907022e-02	1.3247008e+02	1.6700082e+02	-1.0000012e-02
0	0	8	48	2	E	-4.8500806e-02	1.2535967e+02	1.5923997e+02	-1.0000108e-02
0	0	8	48	3	T	-6.5307565e-02	1.2996927e+02	1.6678412e+02	-1.0000118e-02
0	0	8	48	3	E	-4.0764600e-02	1.2997078e+02	1.5974454e+02	-1.0000034e-02
0	0	8	49	0	T	-6.5151162e-02	1.4192117e+02	1.6746992e+02	-1.0000001e-02
0	0	8	49	0	E	-4.4083387e-02	1.3398285e+02	1.7052426e+02	-1.0000548e-02
0	0	8	49	1	T	-6.4075418e-02	1.2992975e+02	1.6650844e+02	-9.9999998e-03
0	0	8	49	1	E	-4.0756971e-02	1.3568396e+02	1.6943472e+02	-1.0000004e-02
0	0	8	49	2	T	-3.4664102e-02	1.3548352e+02	1.6710318e+02	-1.8165907e-01
0	0	8	49	2	E	-4.0856153e-02	1.3604228e+02	1.6951974e+02	-1.0000537e-02
0	0	8	49	3	T	-3.5011239e-02	1.3490846e+02	1.6651903e+02	-9.9999998e-03
0	0	8	49	3	E	-4.0825635e-02	1.3523665e+02	1.7006816e+02	-1.0000025e-02
0	0	8	50	0	T	-6.5275140e-02	1.4077605e+02	1.6293329e+02	-1.0000001e-02
0	0	8	50	0	E	-4.7547132e-02	1.3460297e+02	1.6989247e+02	-1.0000731e-02
0	0	8	50	1	T	-3.4646936e-02	1.3472496e+02	1.6276544e+02	-9.9999998e-03
0	0	8	50	1	E	-4.4228345e-02	1.3634714e+02	1.7042358e+02	-1.0000195e-02
0	0	8	50	2	T	-4.3147989e-02	1.3238133e+02	1.6241422e+02	-1.0000051e-02
0	0	8	50	2	E	-4.1153699e-02	1.3602094e+02	1.6858743e+02	-1.0000003e-02
0	0	8	50	3	T	-3.5247751e-02	1.3295822e+02	1.6253745e+02	-1.0000001e-02
0	0	8	50	3	E	-4.1229993e-02	1.3592802e+02	1.6943279e+02	-1.0000022e-02
0	0	8	51	0	T	-1.8031496e-01	1.4897073e+02	1.6635098e+02	-1.0000154e-02
0	0	8	51	0	E	-1.4106825e-01	1.3581453e+02	1.6630611e+02	-1.0000003e-02
0	0	8	51	1	T	-1.8379396e-01	1.3189053e+02	1.6623294e+02	-1.0000002e-02
0	0	8	51	1	E	-1.3156202e-01	1.3571120e+02	1.6578360e+02	-1.0000012e-02
0	0	8	51	2	T	-1.7989725e-01	1.3402751e+02	1.6659999e+02	-1.0000015e-02
0	0	8	51	2	E	-1.4005354e-01	1.3301421e+02	1.6636763e+02	-1.0000128e-02
0	0	8	51	3	T	-1.7953295e-01	1.3378540e+02	1.6678084e+02	-1.0000004e-02
0	0	8	51	3	E	-1.3110426e-01	1.3560422e+02	1.6525923e+02	-1.0000009e-02
0	0	8	52	0	T	-1.8025583e-01	1.5459306e+02	1.7568143e+02	-1.0000094e-02
0	0	8	52	0	E	-1.5670851e-01	1.2147009e+02	1.5800487e+02	-1.0000160e-02
0	0	8	52	1	T	-1.7991251e-01	1.3951028e+02	1.7561870e+02	-1.0000842e-02
0	0	8	52	1	E	-1.3151625e-01	1.2400449e+02	1.5766473e+02	-1.0000302e-02
0	0	8	52	2	T	-1.8038362e-01	1.4093240e+02	1.7571535e+02	-1.0000033e-02
0	0	8	52	2	E	-1.3192061e-01	1.2515511e+02	1.5687067e+02	-1.0000004e-02
0	0	8	52	3	T	-1.8258470e-01	1.3935405e+02	1.7522086e+02	-1.0000021e-02
0	0	8	52	3	E	-1.3149336e-01	1.2699270e+02	1.5756531e+02	-1.0000500e-02
0	0	8	53	0	T	-1.2364955e-01	1.4608606e+02	1.6775325e+02	-1.0000014e-02
0	0	8	53	0	E	-8.0536634e-02	1.2142515e+02	1.5887885e+02	-1.0000003e-02
0	0	8	53	1	T	-1.0728831e-01	1.3401067e+02	1.6813705e+02	-1.0000046e-02
0	0	8	53	1	E	-7.0961744e-02	1.2463899e+02	1.5868474e+02	-1.0000029e-02
0	0	8	53	2	T	-1.0713191e-01	1.3394333e+02	1.6738266e+02	-1.0000035e-02
0	0	8	53	2	E	-7.2029859e-02	1.2426812e+02	1.5900578e+02	-1.0000007e-02
0	0	8	53	3	T	-1.0725779e-01	1.2973775e+02	1.6779938e+02	-1.0000002e-02
0	0	8	53	3	E	-8.1673414e-02	1.2324683e+02	1.5906572e+02	-1.0000028e-02
0	0	8	54	0	T	-1.0110659e-01	1.5051900e+02	1.6443294e+02	-9.9999998e-03
0	0	8	54	0	E	-7.0679456e-02	1.3990474e+02	1.7438173e+02	-1.0000004e-02
0	0	8	54	1	T	-1.0003657e-01	1.3797301e+02	1.6445061e+02	-1.0000164e-02
0	0	8	54	1	E	-7.0778638e-02	1.3719513e+02	1.7501576e+02	-1.0000050e-02
0	0	8	54	2	T	-1.1933512e-01	1.3453963e+02	1.6423814e+02	-1.0000127e-02
0	0	8	54	2	E	-8.3817273e-02	1.3704951e+02	1.7512845e+02	-1.0000002e-02
0	0	8	54	3	T	-9.9441476e-02	1.3795920e+02	1.6504741e+02	-1.0000011e-02
0	0	8	54	3	E	-7.0771009e-02	1.3773386e+02	1.7502559e+02	-1.0001114e-02
0	0	8	55	0	T	-1.0727114e-01	1.4836345e+02	1.6220172e+02	-1.0000003e-02
0	0	8	55	0	E	-8.6022168e-02	1.2678355e+02	1.7139410e+02	-1.0000001e-02
0	0	8	55	1	T	-1.0702319e-01	1.3457652e+02	1.6205403e+02	-1.0000001e-02
0	0	8	55	1	E	-7.1503431e-02	1.2790809e+02	1.7081512e+02	-1.0000071e-02
0	0	8	55	2	T	-1.1342043e-01	1.3325941e+02	1.6164697e+02	-1.0000132e-02
0	0	8	55	2	E	-7.7477247e-02	1.2938161e+02	1.7119392e+02	-1.0000017e-02
0	0	8	55	3	T	-1.0719866e-01	1.3160690e+02	1.6265419e+02	-1.0000153e-02
0	0	8	55	3	E	-7.2502881e-02	1.2765894e+02	1.7069130e+02	-1.0000141e-02
0	0	8	56	0	T	-1.2545389e-01	1.4453445e+02	1.6745099e+02	-1.0000017e-02
0	0	8	56	0	E	-1.0846785e-01	1.2450303e+02	1.6484761e+02	-1.0000047e-02
0	0	8	56	1	T	-1.2539285e-01	1.3583701e+02	1.6683725e+02	-1.0000004e-02
0	0	8	56	1	E	-8.8570386e-02	1.2716681e+02	1.6423441e+02	-1.0000002e-02
0	0	8	56	2	T	-1.3756365e-01	1.3327304e+02	1.6717572e+02	-1.0000011e-02
0	0	8	56	2	E	-9.0241224e-02	1.2715699e+02	1.6346916e+02	-1.0000001e-02
0	0	8	56	3	T	-1.3753313e-01	1.2998952e+02	1.6671359e+02	-1.0000015e-02
0	0	8	56	3	E	-1.0322645e-01	1.2623514e+02	1.6388222e+02	-1.0000327e-02
0	0	8	57	0	T	-1.3093942e-01	1.4674615e+02	1.6581221e+02	-1.0000001e-02
0	0	8	57	0	E	-9.5322400e-02	1.3790181e+02	1.7781671e+02	-1.0000021e-02
0	0	8	57	1	T	-1.3120455e-01	1.3527525e+02	1.6524959e+02	-1.0000171e-02
0	0	8	57	1	E	-9.5421582e-02	1.3429852e+02	1.7694566e+02	-1.0000007e-02
0	0	8	57	2	T	-1.3045686e-01	1.3184392e+02	1.6472198e+02	-1.0000044e-02
0	0	8	57	2	E	-9.4971448e-02	1.3546994e+02	1.7738565e+02	-1.0000121e-02
0	0	8	57	3	T	-1.3119119e-01	1.3361223e+02	1.6572148e+02	-1.0000002e-02
0	0	8	57	3	E	-9.7786695e-02	1.3318027e+02	1.7746861e+02	-1.0000031e-02
0	0	8	58	0	T	-1.0680956e-01	1.5541289e+02	1.7533693e+02	-1.0000038e-02
0	0	8	58	0	E	-8.2711011e-02	1.3475238e+02	1.6383672e+02	-9.9999998e-03
0	0	8	58	1	T	-1.0698123e-01	1.3727766e+02	1.7475186e+02	-1.0000245e-02
0	0	8	58	1	E	-8.4496289e-02	1.3371840e+02	1.6330577e+02	-1.0000004e-02
0	0	8	58	2	T	-1.0688014e-01	1.3990979e+02	1.7424205e+02	-1.0000229e-02
0	0	8	58	2	E	-1.0849074e-01	1.2894444e+02	1.6406902e+02	-1.0000008e-02
0	0	8	58	3	T	-1.0696978e-01	1.3638757e+02	1.7522250e+02	-1.0000001e-02
0	0	8	58	3	E	-8.2955152e-02	1.3456796e+02	1.6384296e+02	-1.0000019e-02
0	0	8	59	0	T	-1.0683054e-01	1.3948636e+02	1.6630545e+02	-1.0000582e-02
0	0	8	59	0	E	-8.2772046e-02	1.3893718e+02	1.6012852e+02	-1.0000008e-02
0	0	8	59	1	T	-1.0768694e-01	1.2582850e+02	1.6654015e+02	-1.0000010e-02
0	0	8	59	1	E	-8.2886487e-02	1.3798656e+02	1.5964427e+02	-1.0000022e-02
0	0	8	59	2	T	-1.3115495e-01	1.2103698e+02	1.6674083e+02	-1.0000006e-02
0	0	8	59	2	E	-8.8272840e-02	1.3654263e+02	1.5920258e+02	-1.0000018e-02
0	0	8	59	3	T	-1.0686488e-01	1.2580463e+02	1.6617596e+02	-9.9999998e-03
0	0	8	59	3	E	-9.9549085e-02	1.3326952e+02	1.6002998e+02	-1.0000009e-02
0	0	8	60	0	T	-1.0142321e-01	1.4273262e+02	1.6221382e+02	-1.0000037e-02
0	0	8	60	0	E	-8.0231458e-02	1.3861714e+02	1.7736531e+02	-1.0000178e-02
0	0	8	60	1	T	-1.0127253e-01	1.3252080e+02	1.6193474e+02	-1.0000506e-02
0	0	8	60	1	E	-6.4995557e-02	1.3891232e+02	1.7722865e+02	-1.0000039e-02
0	0	8	60	2	T	-1.1918253e-01	1.2756291e+02	1.6198451e+02	-1.0000237e-02
0	0	8	60	2	E	-6.5346509e-02	1.3915269e+02	1.7694897e+02	-1.0000637e-02
0	0	8	60	3	T	-1.0279269e-01	1.3033078e+02	1.6234412e+02	-9.9999998e-03
0	0	8	60	3	E	-7.5493604e-02	1.3771634e+02	1.7753973e+02	-1.0000016e-02
0	0	8	61	0	T	-9.1569848e-02	1.4464268e+02	1.6494928e+02	-1.0000049e-02
0	0	8	61	0	E	-6.6162854e-02	1.3135771e+02	1.7234663e+02	-1.0000101e-02
0	0	8	61	1	T	-8.8991113e-02	1.3534633e+02	1.6367482e+02	-1.0000002e-02
0	0	8	61	1	E	-7.6668531e-02	1.3050841e+02	1.7210011e+02	-1.0000150e-02
0	0	8	61	2	T	-8.8808008e-02	1.3195512e+02	1.6424544e+02	-1.0000031e-02
0	0	8	61	2	E	-5.8724195e-02	1.3268665e+02	1.7227676e+02	-1.0000062e-02
0	0	8	61	3	T	-9.1070123e-02	1.3116563e+02	1.6479062e+02	-1.0000001e-02
0	0	8	61	3	E	-6.8695813e-02	1.3336208e+02	1.7193318e+02	-1.0000001e-02
0	0	8	62	0	T	-8.2824655e-02	1.4533095e+02	1.6586620e+02	-9.9999998e-03
0	0	8	62	0	E	-6.4873487e-02	1.3286133e+02	1.5927202e+02	-1.0000103e-02
0	0	8	62	1	T	-8.0732293e-02	1.3284444e+02	1.6465707e+02	-1.0000005e-02
0	0	8	62	1	E	-6.4835340e-02	1.3292366e+02	1.5911015e+02	-9.9999998e-03
0	0	8	62	2	T	-8.6662240e-02	1.2958379e+02	1.6529317e+02	-1.0000009e-02
0	0	8	62	2	E	-6.4446241e-02	1.3150374e+02	1.5888742e+02	-1.0000008e-02
0	0	8	62	3	T	-8.4321924e-02	1.3329893e+02	1.6498773e+02	-1.0000007e-02
0	0	8	62	3	E	-6.4469129e-02	1.3275616e+02	1.5956755e+02	-1.0000168e-02
0	0	8	63	0	T	-8.2475610e-02	1.4129242e+02	1.6743175e+02	-1.0000014e-02
0	0	8	63	0	E	-7.4059278e-02	1.3083412e+02	1.6830232e+02	-9.9999998e-03
0	0	8	63	1	T	-8.2834192e-02	1.2912796e+02	1.6736133e+02	-1.0000011e-02
0	0	8	63	1	E	-6.5079480e-02	1.3343974e+02	1.6735695e+02	-1.0000001e-02
0	0	8	63	2	T	-8.3169885e-02	1.2723428e+02	1.6716928e+02	-1.0000032e-02
0	0	8	63	2	E	-6.5933973e-02	1.3141800e+02	1.6738519e+02	-1.0000003e-02
0	0	8	63	3	T	-8.2607217e-02	1.2484555e+02	1.6832642e+02	-1.0000003e-02
0	0	8	63	3	E	-6.4797193e-02	1.3237485e+02	1.6770885e+02	-1.0000001e-02
0	0	9	0	0	T	6.8496756e-02	1.4268224e+02	1.6358406e+02	-1.0000168e-02
0	0	9	0	0	E	5.5953234e-02	1.4314127e+02	1.7328476e+02	-1.0000020e-02
0	0	9	0	1	T	6.8882041e-02	1.3159377e+02	1.6370493e+02	-1.0000023e-02
0	0	9	0	1	E	5.6121081e-02	1.4702902e+02	1.7287872e+02	-1.0000018e-02
0	0	9	0	2	T	6.3158087e-02	1.2772456e+02	1.6260439e+02	-1.0000016e-02
0	0	9	0	2	E	4.4409961e-02	1.4376018e+02	1.7300732e+02	-1.0000037e-02
0	0	9	0	3	T	6.9429450e-02	1.3031538e+02	1.6325247e+02	-9.9999998e-03
0	0	9	0	3	E	5.3961962e-02	1.4267775e+02	1.7386905e+02	-1.0000451e-02
0	0	9	1	0	T	7.5422339e-02	1.3643057e+02	1.5519063e+02	-1.0000515e-02
0	0	9	1	0	E	5.9378833e-02	1.4473970e+02	1.6937709e+02	-1.0000034e-02
0	0	9	1	1	T	8.1014685e-02	1.2763331e+02	1.5489519e+02	-9.9999998e-03
0	0	9	1	1	E	5.8921069e-02	1.4764532e+02	1.6957489e+02	-9.9999998e-03
0	0	9	1	2	T	7.5639777e-02	1.2915189e+02	1.5556955e+02	-1.0000335e-02
0	0	9	1	2	E	4.2655200e-02	1.4214406e+02	1.6944795e+02	-1.0000003e-02
0	0	9	1	3	T	7.6107077e-02	1.2623766e+02	1.5504362e+02	-1.0000008e-02
0	0	9	1	3	E	5.5175036e-02	1.4629941e+02	1.6975993e+02	-1.0000001e-02
0	0	9	2	0	T	8.0581717e-02	1.5078659e+02	1.6833574e+02	-1.0000001e-02
0	0	9	2	0	E	6.2445849e-02	1.3053810e+02	1.6044269e+02	-9.9999998e-03
0	0	9	2	1	T	8.0381446e-02	1.3942789e+02	1.6828181e+02	-1.0000001e-02
0	0	9	2	1	E	6.2270373e-02	1.2960573e+02	1.6010710e+02	-1.0000001e-02
0	0	9	2	2	T	7.4327521e-02	1.4023103e+02	1.6831767e+02	-1.0000085e-02
0	0	9	2	2	E	6.2003344e-02	1.2866145e+02	1.5955515e+02	-1.0000115e-02
0	0	9	2	3	T	4.6836905e-02	1.3325398e+02	1.6818469e+02	-1.0000004e-02
0	0	9	2	3	E	5.5991381e-02	1.2761957e+02	1.5977858e+02	-1.0000002e-02
0	0	9	3	0	T	8.0392890e-02	1.5976105e+02	1.7467371e+02	-1.0000002e-02
0	0	9	3	0	E	3.5659045e-02	1.3603903e+02	1.6733514e+02	-1.0000035e-02
0	0	9	3	1	T	8.0417685e-02	1.4785519e+02	1.7537067e+02	-1.0000003e-02
0	0	9	3	1	E	6.2033862e-02	1.4324786e+02	1.6836713e+02	-1.0000002e-02
0	0	9	3	2	T	8.0499701e-02	1.4459804e+02	1.7467879e+02	-1.0000004e-02
0	0	9	3	2	E	3.8298815e-02	1.3901581e+02	1.6782257e+02	-1.0000001e-02
0	0	9	3	3	T	8.0673270e-02	1.4678029e+02	1.7519827e+02	-1.0000001e-02
0	0	9	3	3	E	6.2247485e-02	1.4190430e+02	1.6720255e+02	-1.0000370e-02
0	0	9	4	0	T	6.9557242e-02	1.4237845e+02	1.5991676e+02	-1.0000002e-02
0	0	9	4	0	E	5.6876391e-02	1.4366525e+02	1.5950587e+02	-1.0000334e-02
0	0	9	4	1	T	6.9860511e-02	1.3377751e+02	1.5950854e+02	-1.0000086e-02
0	0	9	4	1	E	3.9572924e-02	1.4191158e+02	1.5996608e+02	-1.0000064e-02
0	0	9	4	2	T	6.9515280e-02	1.2992867e+02	1.6047910e+02	-1.0000005e-02
0	0	9	4	2	E	4.7812670e-02	1.4290085e+02	1.5994034e+02	-1.0000009e-02
0	0	9	4	3	T	6.9290213e-02	1.3142287e+02	1.6060112e+02	-1.0000011e-02
0	0	9	4	3	E	5.6975573e-02	1.4551578e+02	1.6054692e+02	-1.0000011e-02
0	0	9	5	0	T	7.0323996e-02	1.5649345e+02	1.7289572e+02	-1.2278123e-02
0	0	9	5	0	E	6.1057299e-02	1.3975386e+02	1.6894626e+02	-9.9999998e-03
0	0	9	5	1	T	6.8609290e-02	1.4474707e+02	1.7209235e+02	-1.0000012e-02
0	0	9	5	1	E	4.2533129e-02	1.3788492e+02	1.7013167e+02	-1.0000566e-02
0	0	9	5	2	T	6.8475775e-02	1.4421054e+02	1.7307266e+02	-9.9999998e-03
0	0	9	5	2	E	6.1423510e-02	1.4180064e+02	1.7014389e+02	-1.0000004e-02
0	0	9	5	3	T	4.9745612e-02	1.4408516e+02	1.7288725e+02	-1.0000067e-02
0	0	9	5	3	E	5.8585376e-02	1.3790569e+02	1.6987198e+02	-1.0000116e-02
0	0	9	6	0	T	6.9049887e-02	1.5462715e+02	1.7483846e+02	-1.0000001e-02
