# portID	slaveID	chipID	channelID	tacID	branch	t0	a0	a1	a2
0	0	8	21	0	T	6.8338446e-02	1.4077138e+02	1.7311693e+02	-1.0000053e-02
0	0	8	21	0	E	6.2102526e-02	1.3435992e+02	1.6982451e+02	-1.0000557e-02
0	0	8	21	1	T	6.8386130e-02	1.2622489e+02	1.7247238e+02	-1.0000002e-02
0	0	8	21	1	E	6.1797351e-02	1.3263608e+02	1.6916580e+02	-1.0000105e-02
0	0	8	21	2	T	6.8342261e-02	1.2696416e+02	1.7192075e+02	-9.9999998e-03
0	0	8	21	2	E	6.2384814e-02	1.3386287e+02	1.6927411e+02	-1.0000006e-02
0	0	8	21	3	T	6.7058615e-02	1.2763284e+02	1.7236418e+02	-1.0000104e-02
0	0	8	21	3	E	6.2628955e-02	1.3518080e+02	1.6987149e+02	-9.9999998e-03
0	0	8	22	0	T	6.8424277e-02	1.3492311e+02	1.6223172e+02	-9.9999998e-03
0	0	8	22	0	E	6.2369555e-02	1.3718828e+02	1.6762431e+02	-1.0000049e-02
0	0	8	22	1	T	5.1574759e-02	1.2203275e+02	1.6192490e+02	-1.0000061e-02
0	0	8	22	1	E	4.7545642e-02	1.3300171e+02	1.6758287e+02	-1.0000410e-02
0	0	8	22	2	T	6.8891577e-02	1.2546019e+02	1.6168602e+02	-1.0000001e-02
0	0	8	22	2	E	4.0686816e-02	1.3110837e+02	1.6701862e+02	-1.0000001e-02
0	0	8	22	3	T	6.8718009e-02	1.2300867e+02	1.6213037e+02	-1.0000095e-02
0	0	8	22	3	E	5.7921618e-02	1.3379124e+02	1.6697498e+02	-1.0000053e-02
0	0	8	23	0	T	6.8321280e-02	1.4458197e+02	1.7196327e+02	-1.0000001e-02
0	0	8	23	0	E	6.2247485e-02	1.3163786e+02	1.6339519e+02	-1.0000002e-02
0	0	8	23	1	T	6.8340354e-02	1.3316928e+02	1.7204898e+02	-1.0000003e-02
0	0	8	23	1	E	6.1957568e-02	1.2859624e+02	1.6287828e+02	-1.0000001e-02
0	0	8	23	2	T	6.8332724e-02	1.3287514e+02	1.7179645e+02	-1.0000042e-02
0	0	8	23	2	E	6.1797351e-02	1.2655630e+02	1.6262915e+02	-1.0000021e-02
0	0	8	23	3	T	6.6398673e-02	1.3177161e+02	1.7077682e+02	-1.0000003e-02
0	0	8	23	3	E	6.2010974e-02	1.2620421e+02	1.6279942e+02	-1.0000016e-02
0	0	8	24	0	T	6.9181494e-02	1.5558879e+02	1.7109393e+02	-1.1536840e-02
0	0	8	24	0	E	6.2789172e-02	1.2852301e+02	1.5655075e+02	-1.0000001e-02
0	0	8	24	1	T	6.5614752e-02	1.4003836e+02	1.7018410e+02	-1.0000343e-02
0	0	8	24	1	E	6.2674731e-02	1.2695980e+02	1.5592087e+02	-1.0000207e-02
0	0	8	24	2	T	6.8920188e-02	1.4107758e+02	1.7076752e+02	-1.0000013e-02
0	0	8	24	2	E	5.3176135e-02	1.2719003e+02	1.5540109e+02	-1.0000125e-02
0	0	8	24	3	T	6.5116934e-02	1.3987300e+02	1.7122314e+02	-1.0000020e-02
0	0	8	24	3	E	6.2667102e-02	1.3025967e+02	1.5545370e+02	-1.0000012e-02
0	0	8	25	0	T	5.6854300e-02	1.4651492e+02	1.7487598e+02	-1.0000001e-02
0	0	8	25	0	E	5.0444812e-02	1.3454805e+02	1.6442538e+02	-1.0000144e-02
0	0	8	25	1	T	4.8284583e-02	1.3072920e+02	1.7405440e+02	-1.0000113e-02
0	0	8	25	1	E	4.8964709e-02	1.3814009e+02	1.6454373e+02	-1.0000014e-02
0	0	8	25	2	T	5.6070380e-02	1.3258926e+02	1.7452998e+02	-1.0000006e-02
0	0	8	25	2	E	5.0093859e-02	1.3367419e+02	1.6412582e+02	-1.0000002e-02
0	0	8	25	3	T	5.6720786e-02	1.3389519e+02	1.7426442e+02	-1.0000004e-02
0	0	8	25	3	E	5.0482959e-02	1.3575131e+02	1.6387691e+02	-1.0000003e-02
0	0	8	26	0	T	5.3197913e-02	1.3882416e+02	1.6443460e+02	-1.0000336e-02
0	0	8	26	0	E	5.5495471e-02	1.4215858e+02	1.7181625e+02	-9.9999998e-03
0	0	8	26	1	T	6.1882071e-02	1.3156943e+02	1.6526917e+02	-1.0000111e-02
0	0	8	26	1	E	5.5953234e-02	1.4070068e+02	1.7145067e+02	-1.0000264e-02
0	0	8	26	2	T	6.3024573e-02	1.2867545e+02	1.6458772e+02	-1.0000148e-02
0	0	8	26	2	E	5.5823535e-02	1.4103673e+02	1.7147847e+02	-1.0000003e-02
0	0	8	26	3	T	6.2282614e-02	1.2964197e+02	1.6496188e+02	-1.0000009e-02
0	0	8	26	3	E	5.6342334e-02	1.4267773e+02	1.7100865e+02	-1.0000586e-02
0	0	8	27	0	T	5.9164099e-02	1.4559123e+02	1.8270071e+02	-1.0000002e-02
